"Show the 'as low as XXX with YYY points' message for each applicable product in the catalog product view pages?  This will only show if you have catalog redemption rules present that apply to a particular product.","Show the 'as low as XXX with YYY points' message for each applicable product in the catalog product view pages?  This will only show if you have catalog redemption rules present that apply to a particular product."
"Show the earning graphic in catalog listing","Show the earning graphic in catalog listing"
"Expired points balance transfer","Expired points balance transfer"
"Points Balance Expiry","Points Balance Expiry"
"Enable points balance expiry","Enable points balance expiry"
"Number of days before points balance expires","Number of days before points balance expires"
"Number of days before first warning e-mail","Number of days before first warning e-mail"
"E-mail template for first warning e-mail","E-mail template for first warning e-mail"
"Number of days before second warning e-mail","Number of days before second warning e-mail"
"E-mail template for second warning e-mail","E-mail template for second warning e-mail"
"Write expiry actions to log","Write expiry actions to log"
"Writes to var/log/rewards_expire.log when points expire for any customer or when an e-mail is sent","Writes to var/log/rewards_expire.log when points expire for any customer or when an e-mail is sent"
"The account was innactive for %s so the usable points balance expired.","The account was innactive for %s so the usable points balance expired."
"This will export point currencies, rules and Sweet Tooth configuration.","This will export point currencies, rules and Sweet Tooth configuration."
"Import Campaign","Import Campaign"
"WARNING: THIS WILL ALSO DELETE ALL YOUR SWEET TOOTH RULES!  Select a .stcampaign file and click 'Save Config' to import.","WARNING: THIS WILL ALSO DELETE ALL YOUR SWEET TOOTH RULES!  Select a .stcampaign file and click 'Save Config' to import."
"Delete Campaign","Delete Campaign"
"Deletes all Sweet Tooth rules","Deletes all Sweet Tooth rules"
"Migrated from old system.","Migrated from old system."
"%s Off","%s giảm"
"Shopping cart rules can discount shipping","Shopping cart rules can discount shipping"
"For any shopping cart points rules, can the customer use points to receive a discount on shipping?  This does not affect the FREE SHIPPING option fixed points rules.","For any shopping cart points rules, can the customer use points to receive a discount on shipping?  This does not affect the FREE SHIPPING option fixed points rules."
%s%%,%s%%
"If enabled, customers will only be rewarded shopping cart distribution rule points based on the subtotal after any applied redemptions or discounts.","If enabled, customers will only be rewarded shopping cart distribution rule points based on the subtotal after any applied redemptions or discounts."
"Give shopping cart distribution points based on subtotal after discount","Give shopping cart distribution points based on subtotal after discount"
"Top Earners","Top Earners"
"Points Balance","Points Balance"
Coupon,Coupon
"Uses per Coupon","Uses per Coupon"
"The Points Amount (X) field must be greater than zero (0).  If you don","The Points Amount (X) field must be greater than zero (0).  If you don"
"No customer identifier in CSV file. Please check the contents of the file.","No customer identifier in CSV file. Please check the contents of the file."
"No identifier for \"points_amount\" in CSV file. Please check the contents of the file.","No identifier for \"points_amount\" in CSV file. Please check the contents of the file."
"Error on line","Error on line"
"Customer with email","Customer with email"
"was not found in website with id #","was not found in website with id #"
"Customer with id #","Customer with id #"
"was not found.","was not found."
"Points transferred from CSV file","Points transferred from CSV file"
"Points were imported with the following errors:","Points were imported with the following errors:"
"No identifier for \",No identifier for \"","No identifier for \",No identifier for \""
"You are trying to redeem more points than you have in your balance.  You will not be able to checkout.","You are trying to redeem more points than you have in your balance.  You will not be able to checkout."
"Points were imported successfully.","Points were imported successfully."
"Percentage amount discount for whole cart","Tỷ lệ phần trăm số tiền chiết khấu cho toàn bộ giỏ hàng"
"Apply to Shipping Amount","Áp dụng đối với tiền Vận chuyển"
"Not supported for ","Not supported for "
"Negative Point Balances Allowed","Negative Point Balances Allowed"
"Disable Earnings When Points Used In Catalog","Disable Earnings When Points Used In Catalog"
"Disable Earnings When Points Used In Cart","Disable Earnings When Points Used In Cart"
"Friend's Email:","Friend's Email:"
Labels,Labels
"Default Label","Default Label"
"Default Rule Label for All Store Views","Default Rule Label for All Store Views"
"Store View Specific Labels","Store View Specific Labels"
"Customer Behavior Points Rules","Customer Behavior Points Rules"
"Add New Customer Behavior Rule","Add New Customer Behavior Rule"
"Unable to apply rules.","Unable to apply rules."
"Customer Behavior Rule","Customer Behavior Rule"
"Date is on or after...","Date is on or after..."
"Date is before...","Date is before..."
"The following errors occured while trying to install the module.","The following errors occured while trying to install the module."
"If any of these problems were unexpected, I recommend that you contact the module support team to avoid problems in the future.","If any of these problems were unexpected, I recommend that you contact the module support team to avoid problems in the future."
"For every Y amount spent, deduct X points [in development]","For every Y amount spent, deduct X points [in development]"
"For every Z qty purchased, deduct X points [in development]","For every Z qty purchased, deduct X points [in development]"
"Item totals are not set for rule.","Item totals are not set for rule."
"Your logged in session may have expired.  An item was not selected or the item selected was invalid","Your logged in session may have expired.  An item was not selected or the item selected was invalid"
"Your session has expired.  Please refresh the page.","Phiên làm việc của bạn đã hết hiệu lực.  Vui lòng nhấn F5 làm tươi lại trang web."
"The cache storage has been flushed.","The cache storage has been flushed."
"Re-install Database","Re-install Database"
"You may need to refresh the shopping cart to checkout.","You may need to refresh the shopping cart to checkout."
"Visit My Points & Rewards Section","Quản lý Wannabe Xu của tôi."
"You overspent your point balance.  Continue anyways?","You overspent your point balance.  Continue anyways?"
"You will need to login to use your points.  Continue anyways?","You will need to login to use your points.  Continue anyways?"
"(Before Catalog Disc.)","(Before Catalog Disc.)"
"Action to take once conditions are satisfied","Action to take once conditions are satisfied"
"Customer behavior","Customer behavior"
"Customer Group Is","Customer Group Is"
"Date is on or After","Date is on or After"
"Date is Before","Date is Before"
"Discount Style","Discount Style"
"Buy X get Y free (discount amount is Y) [in development]","Buy X get Y free (discount amount is Y) [in development]"
"Maximum Qty Discount is Applied to (only for ","Maximum Qty Discount is Applied to (only for "
"Discount Qty Step (Buy X, only for ","Discount Qty Step (Buy X, only for "
"This feature has been temporarily disabled for this version of Sweet Tooth in ensure quality.  It will be re-enabled in the next release of Sweet Tooth.","This feature has been temporarily disabled for this version of Sweet Tooth in ensure quality.  It will be re-enabled in the next release of Sweet Tooth."
"For items matching the conditions below","For items matching the conditions below"
"For the whole cart","For the whole cart"
"Apply Additional Discount","Apply Additional Discount"
"Apply the rule actions only to cart items matching the following conditions (leave blank for all items)","Apply the rule actions only to cart items matching the following conditions (leave blank for all items)"
"Customer redeems the following points","Customer redeems the following points"
"Customer Spends","Customer Spends"
"Maximum Redeemable Points","Hoàn lại tối đa Wannabe Xu"
"Customer Earning Style","Customer Earning Style"
"Maximum Distributed Points (0 for unlimited)","Maximum Distributed Points (0 for unlimited)"
"View Review","Xem nhận xét"
"View Order","Xem đơn đặt hàng"
"You don't have enough points to use this redemption rule.","Bạn không có đủ Wannabe Xu để có được giảm giá này."
"You are trying to redeem points but you're not logged in. You may not have enough points to checkout.","Wannabe Xu chưa thể sử dụng nếu bạn chưa đăng nhập. Bấm ""Thực hiện thanh toán"" để đăng nhập và sử dụng Wannabe Xu của bạn."
"You can't spend any more points in this cart.","Bạn không thể Sử dụng nhiều hơn bất kỳ Wannabe Xu nào trong giỏ hàng này."
"The rule entitled '%s' was not applied to your cart.","Các luật '%s' không được thực hiện trong giỏ hàng của bạn."
"Wannabe Xu use Buy product discount","Wannabe Xu được dùng để mua sản phẩm với giá giảm đến 0 đồng tại Wannabe.com.vn."
"You do not have enough points to spend on this order.  Please return to your cart and remove necessary point redemptions.","Bạn không đủ Wannabe Xu để được giảm giá trong đơn hàng này, Xin vui lòng quay lại giỏ hàng của bạn và loại bỏ phần đổi Wannabe Xu để được giảm giá."
"In a Order: you are awarded 300 %s for every 100.000đ","Trong 1 đơn hàng: cứ mỗi 100.000đ bạn được tặng 300 %s"
"You must be logged in to spend points.  Please return to your cart and remove the applied point redemptions.","Bạn không đủ Wannabe Xu để được giảm giá trong đơn hàng này, Xin vui lòng quay lại giỏ hàng của bạn và loại bỏ phần đổi Wannabe Xu để được giảm giá."
"The points you earned are currently pending the completion of your order. You will be able to spend these points after we finish processing your order.","Wannabe Xu sẽ tạm thời được giữ lại. được chuyển cho bạn sau khi Đơn hàng hoàn thành."
"You earned %s for the order you just placed.","Bạn sẽ được nhận %s Wannabe Xu (Có thể sử dụng để mua hàng) sau khi đơn hàng được hoàn thành."
